"","resp_id_2016","resp_id_2020","age","gender","race_6","educ_8","educ_5","pid_7","ideo_7","region_4","state","marital_stat","income_family","immigrants_change6","environment_regulation7","defense_spending7","religion_imporatnce5","traditional_values5","protect_homosexuals","abortion_allowed4","death_penalty4","gun_control3","gun_control_importance5","trust_ppl5","understanding_poli_issue5","vote_2020","age_group","educ_4","race_4","pid_3"
"2216",402699,228303,60,1,1,4,3,7,6,3,"NC",1,6,4,6,5,1,1,2,1,1,3,1,4,2,2,5,3,1,3
"2217",401732,228327,60,1,1,5,3,1,2,2,"MI",1,16,2,1,3,5,5,1,4,4,1,1,2,2,1,5,3,1,1
"2218",301187,228334,50,2,1,6,4,4,4,2,"WI",1,21,3,1,4,5,3,1,4,1,3,3,2,3,2,4,4,1,2
"2219",402284,228341,45,2,1,5,3,7,7,3,"TX",1,19,5,6,6,1,1,1,2,1,3,1,2,2,2,4,3,1,3
"2220",407476,228358,73,2,6,6,4,2,NA,4,"HI",4,12,5,2,NA,5,3,1,4,3,3,4,2,3,1,6,4,4,1
"2221",406054,228365,64,1,1,1,1,1,5,2,"MO",1,5,NA,3,4,3,NA,1,4,3,NA,NA,3,NA,1,5,1,1,1
"2222",301956,228372,31,2,2,7,5,1,4,3,"TX",6,11,3,6,5,3,2,1,2,2,1,2,2,4,NA,2,4,2,1
"2223",403537,228389,35,1,1,2,2,4,6,2,"MI",6,8,4,4,5,1,1,1,2,2,3,1,2,3,2,3,2,1,2
"2224",400473,228396,29,1,1,4,3,5,4,3,"FL",6,11,3,1,4,3,3,1,4,2,1,3,3,3,2,2,3,1,3
"2225",302660,228402,47,1,1,6,4,6,5,4,"AZ",1,21,3,3,4,1,1,1,1,1,1,5,2,2,2,4,4,1,3
"2226",406134,228419,34,2,3,4,3,4,4,3,"TX",1,21,3,7,4,3,5,1,3,1,1,3,2,3,1,2,3,3,2
"2227",407479,228457,31,1,1,2,2,7,7,1,"PA",1,20,5,5,7,1,1,2,2,1,3,1,2,2,2,2,2,1,3
"2228",407660,228471,63,2,1,7,5,7,6,3,"TX",1,19,3,4,7,1,1,1,1,3,3,1,2,1,2,5,4,1,3
"2229",405080,228495,36,1,1,6,4,3,4,3,"OK",1,17,3,1,2,4,2,1,4,4,1,1,2,1,1,3,4,1,1
"2230",300935,228501,41,2,1,7,5,3,2,4,"CA",1,18,2,1,1,5,5,1,4,3,1,1,2,2,1,3,4,1,1
"2231",400308,228525,80,1,1,7,5,1,3,1,"PA",1,8,4,5,NA,5,4,1,4,3,1,1,2,2,1,7,4,1,1
"2232",405699,228532,53,1,1,3,3,3,2,4,"CO",1,20,2,1,2,5,5,1,4,2,1,4,4,3,NA,4,3,1,1
"2233",407184,228549,55,1,1,3,3,7,6,3,"FL",4,12,NA,1,5,4,NA,1,4,1,NA,NA,3,NA,2,5,3,1,3
"2234",302080,228556,54,1,2,7,5,1,4,3,"MD",4,10,3,1,6,1,3,1,NA,3,1,2,3,2,1,4,4,2,1
"2235",405684,228563,67,1,4,2,2,1,4,4,"HI",1,8,3,1,2,5,3,1,4,1,1,1,4,2,1,6,2,4,1
"2236",402793,228587,61,2,1,1,1,1,1,3,"KY",4,1,4,1,NA,2,3,1,3,3,1,1,3,3,NA,5,1,1,1
"2237",401976,228594,25,2,1,6,4,6,6,2,"MI",1,17,4,1,4,3,1,1,4,2,1,2,2,3,2,2,4,1,3
"2238",300605,228600,NA,2,1,7,5,7,7,3,"TX",1,NA,3,6,7,1,1,2,1,1,3,1,2,1,2,NA,4,1,3
"2239",404238,228617,63,2,1,5,3,4,4,3,"NC",3,4,3,3,4,1,1,1,2,2,1,3,4,2,1,5,3,1,2
"2240",400275,228624,43,2,1,6,4,1,3,3,"TN",1,14,2,2,NA,2,2,1,3,3,1,3,4,2,1,3,4,1,1
"2241",300660,228648,53,2,1,3,3,7,6,2,"MO",1,21,5,2,4,1,2,1,4,3,3,2,2,2,2,4,3,1,3
"2242",406657,228662,64,2,1,8,5,7,6,3,"TX",4,16,3,6,5,4,4,1,4,1,3,1,2,1,2,5,4,1,3
"2243",302867,228679,NA,2,NA,2,2,7,6,2,"KS",3,NA,NA,7,6,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,3
"2244",302793,228686,NA,NA,3,3,3,4,3,3,"TX",NA,NA,2,1,4,2,3,1,4,2,3,2,4,3,NA,NA,3,3,2
"2245",406617,228693,56,1,1,2,2,7,6,2,"KS",1,20,5,1,7,2,1,1,4,1,3,5,4,3,2,5,2,1,3
"2246",301749,228709,41,1,1,8,5,1,1,4,"CA",1,22,1,1,2,5,4,1,4,4,1,1,2,2,1,3,4,1,1
"2247",400498,228716,35,1,1,7,5,7,6,4,"AZ",1,19,5,7,7,2,1,1,3,1,3,3,4,1,2,3,4,1,3
"2248",407238,228723,78,1,1,1,1,4,NA,3,"DE",4,11,3,1,6,5,1,1,4,2,3,2,3,2,NA,7,1,1,2
"2249",406468,228730,54,1,1,2,2,2,4,2,"MI",1,15,3,1,6,2,2,1,1,1,3,3,4,2,NA,4,2,1,1
"2250",301228,228747,65,1,2,3,3,1,NA,3,"MS",4,4,3,1,6,3,2,1,4,1,1,1,3,4,1,6,3,2,1
"2251",406266,228754,36,2,1,3,3,6,6,2,"IL",1,16,5,3,2,4,3,1,4,1,3,1,2,4,2,3,3,1,3
"2252",403685,228761,59,1,6,6,4,6,6,4,"WA",1,17,5,5,5,2,2,1,3,2,3,1,2,3,2,5,4,4,3
"2253",400054,228785,61,1,1,4,3,7,7,2,"MI",1,21,5,7,7,1,1,1,1,1,2,1,2,2,2,5,3,1,3
"2254",406936,228792,39,2,6,4,3,1,2,3,"LA",6,2,3,5,5,4,3,1,4,1,1,3,3,5,1,3,3,4,1
"2255",300759,228808,33,2,1,6,4,6,4,2,"MN",1,5,3,7,NA,2,2,1,2,2,3,4,3,4,2,2,4,1,3
"2256",400504,228815,43,2,2,6,4,1,3,3,"LA",4,10,2,1,1,2,4,1,4,3,1,1,3,2,1,3,4,2,1
"2257",405292,228822,27,1,4,6,4,3,3,1,"MA",6,17,1,2,3,2,2,1,NA,3,1,2,2,4,1,2,4,4,1
"2258",405254,228839,34,2,2,2,2,1,1,3,"AL",6,8,3,NA,7,1,3,1,4,4,3,3,5,1,1,2,2,2,1
"2259",402835,228853,73,2,1,6,4,7,6,2,"MI",4,7,5,4,6,2,1,1,NA,2,3,1,2,1,2,6,4,1,3
"2260",301858,228860,34,1,2,5,3,3,3,2,"IL",6,17,NA,4,4,3,NA,1,4,4,NA,NA,2,NA,1,2,3,2,1
"2261",302375,228877,60,1,1,2,2,7,4,2,"MI",6,1,3,3,6,1,2,1,1,1,3,3,2,4,2,5,2,1,3
"2262",403867,228884,50,1,1,3,3,5,4,3,"VA",1,21,3,5,7,3,1,2,4,1,3,3,2,2,2,4,3,1,3
"2263",403159,228907,NA,2,NA,NA,NA,4,4,3,"TX",4,NA,3,1,4,4,5,1,4,NA,1,4,3,4,NA,NA,NA,NA,2
"2264",406347,228914,48,1,1,2,2,6,3,4,"WA",4,10,5,2,7,2,2,2,2,1,3,3,4,4,2,4,2,1,3
"2265",405887,228921,71,1,1,5,3,7,6,2,"KS",1,14,5,5,5,1,5,2,2,2,1,1,4,3,2,6,3,1,3
"2266",400200,228938,23,2,3,3,3,1,NA,4,"AZ",6,13,NA,1,NA,3,NA,1,4,1,NA,NA,4,NA,1,1,3,3,1
"2267",400214,228945,33,1,1,6,4,6,6,2,"WI",6,13,3,NA,7,1,2,1,1,1,3,4,2,3,2,2,4,1,3
"2268",400802,228969,65,2,1,4,3,1,2,3,"NC",3,2,3,1,4,NA,3,1,4,1,3,5,2,3,1,6,3,1,1
"2269",301918,228983,22,2,1,6,4,7,7,3,"MS",6,16,2,3,7,1,1,1,2,3,3,4,4,3,2,1,4,1,3
"2270",400330,228990,54,1,4,7,5,2,4,1,"PA",1,11,2,5,NA,3,2,1,4,1,3,5,4,5,1,4,4,4,1
"2271",405213,229016,NA,2,1,3,3,5,6,3,"GA",1,NA,3,5,5,1,2,NA,2,NA,3,3,2,2,2,NA,3,1,3
"2272",301731,229030,51,2,2,7,5,1,4,3,"MD",1,17,3,1,5,1,1,1,3,1,1,1,2,4,1,4,4,2,1
"2273",405535,229047,52,1,1,3,3,7,6,2,"IL",6,12,3,6,6,4,1,1,2,2,1,3,3,3,2,4,3,1,3
"2274",401609,229054,NA,NA,NA,NA,NA,NA,NA,3,"TN",NA,NA,3,NA,NA,NA,2,NA,NA,NA,3,2,1,2,NA,NA,NA,NA,NA
"2275",406082,229061,64,2,1,7,5,1,3,4,"CA",1,NA,2,1,4,3,3,1,4,NA,1,2,2,3,1,5,4,1,1
"2276",400798,229078,55,2,3,7,5,3,3,3,"DC",1,22,1,3,4,3,2,1,4,3,1,3,2,2,1,5,4,3,1
"2277",401049,229085,41,2,1,6,4,1,1,3,"VA",1,15,1,1,4,1,5,1,4,3,1,1,3,3,1,3,4,1,1
"2278",302449,229092,37,1,1,2,2,7,6,2,"WI",1,18,3,NA,NA,4,3,1,4,3,3,3,4,5,2,3,2,1,3
"2279",404992,229115,43,2,1,6,4,2,4,3,"GA",1,18,2,3,5,1,3,1,2,4,1,3,2,2,1,3,4,1,1
"2280",404224,229139,76,1,1,8,5,5,6,2,"MO",1,21,3,6,5,2,1,1,1,2,3,1,2,3,2,7,4,1,3
"2281",406746,229146,72,1,1,7,5,5,6,1,"PA",3,15,NA,4,6,2,NA,1,4,1,NA,NA,4,NA,2,6,4,1,3
"2282",302610,229153,37,1,1,4,3,5,7,1,"PA",1,22,NA,NA,1,3,NA,2,NA,3,NA,NA,4,NA,2,3,3,1,3
"2283",406605,229160,59,1,1,1,1,4,4,2,"WI",4,4,3,6,4,5,1,1,4,1,3,2,2,3,1,5,1,1,2
"2284",406594,229177,50,2,3,3,3,2,NA,3,"TX",4,4,3,NA,NA,1,2,1,3,4,1,4,2,3,1,4,3,3,1
"2285",407764,229184,57,1,1,2,2,7,7,3,"FL",1,18,3,7,4,3,2,1,2,1,3,1,5,3,NA,5,2,1,3
"2286",404382,229207,44,2,1,3,3,3,1,4,"CA",1,19,4,1,2,5,4,1,4,3,1,3,3,1,1,3,3,1,1
"2287",402513,229221,38,2,1,7,5,3,1,1,"MA",1,17,NA,1,1,5,NA,1,4,4,NA,NA,2,NA,1,3,4,1,1
"2288",301974,229238,39,1,1,7,5,7,6,2,"MI",6,14,3,6,4,3,2,1,3,1,3,4,2,3,2,3,4,1,3
"2289",300620,229245,28,1,6,6,4,1,2,1,"MA",6,2,3,1,NA,5,4,1,4,1,1,1,3,3,1,2,4,4,1
"2290",400417,229269,42,1,3,3,3,5,4,3,"TX",1,NA,2,4,2,2,2,1,NA,3,1,2,2,4,2,3,3,3,3
"2291",406284,229276,63,1,1,2,2,7,NA,1,"NH",1,15,4,1,7,1,2,1,2,1,3,3,3,3,2,5,2,1,3
"2292",407672,229283,77,2,1,7,5,3,2,1,"NY",3,10,3,3,2,5,4,1,4,4,1,2,2,3,1,7,4,1,1
"2293",404413,229290,59,1,1,2,2,4,NA,2,"MO",1,2,5,NA,NA,5,2,1,4,1,3,3,3,5,NA,5,2,1,2
"2294",302074,229306,64,2,3,6,4,5,6,3,"TX",4,14,4,7,6,1,1,1,1,1,2,1,4,2,2,5,4,3,3
"2295",300726,229313,75,2,1,2,2,4,NA,1,"NH",1,11,5,NA,NA,2,2,1,3,2,1,1,2,4,NA,7,2,1,2
"2296",407176,229337,60,1,1,3,3,1,2,2,"IL",6,15,2,1,2,2,5,1,4,4,1,1,4,3,1,5,3,1,1
"2297",405457,229368,25,1,3,2,2,2,3,4,"NV",6,15,3,2,5,3,3,1,4,1,1,2,3,2,1,2,2,3,1
"2298",402917,229382,75,2,1,2,2,7,6,2,"MO",1,19,3,5,6,2,2,1,2,2,3,2,2,3,2,7,2,1,3
"2299",302587,229399,27,1,3,5,3,7,6,4,"CA",1,11,4,6,7,5,2,1,2,1,2,1,2,2,2,2,3,3,3
"2300",301404,229405,NA,1,3,6,4,5,6,3,"TX",1,18,3,6,4,1,1,1,1,1,3,1,2,2,2,NA,4,3,3
"2301",407554,229412,37,2,1,6,4,7,7,1,"PA",1,10,4,NA,6,3,2,2,2,1,3,3,2,2,2,3,4,1,3
"2302",302408,229429,25,2,1,3,3,3,NA,2,"IN",6,1,3,NA,4,2,2,1,2,3,1,2,3,3,NA,2,3,1,1
"2303",300345,229436,66,2,1,3,3,5,6,1,"NH",4,16,3,4,4,2,2,1,4,1,1,1,2,2,2,6,3,1,3
"2304",301545,229443,64,1,2,4,3,1,4,3,"SC",4,7,3,2,4,1,3,1,4,4,1,1,3,3,1,5,3,2,1
"2305",402282,229450,60,2,1,2,2,1,NA,2,"MI",1,NA,3,1,4,1,1,1,3,1,1,1,3,2,NA,5,2,1,1
"2306",407460,229467,26,2,1,6,4,4,4,3,"WV",6,11,3,6,6,2,2,1,3,4,1,1,2,3,2,2,4,1,2
"2307",406506,229474,69,2,1,6,4,1,4,3,"VA",1,21,3,1,5,3,2,1,4,4,1,2,3,1,1,6,4,1,1
"2308",401304,229481,21,1,3,NA,NA,3,4,3,"VA",6,19,4,3,6,1,3,1,3,3,3,3,3,3,1,1,NA,3,1
"2309",402817,229498,67,2,5,6,4,7,6,3,"AR",1,10,3,4,5,1,2,1,1,3,3,3,3,3,2,6,4,4,3
"2310",406951,229542,23,1,1,6,4,2,1,3,"FL",6,19,1,1,2,5,5,1,4,3,1,3,3,3,1,1,4,1,1
"2311",401164,229559,62,1,1,3,3,7,6,2,"MN",6,10,5,7,6,2,1,2,2,1,3,1,2,1,2,5,3,1,3
"2312",402003,229566,63,2,1,7,5,5,7,3,"FL",4,14,4,NA,NA,1,1,2,1,1,1,3,3,5,2,5,4,1,3
"2313",402078,229573,39,2,2,5,3,1,5,3,"LA",6,7,3,1,5,2,2,1,2,3,3,2,2,3,1,3,3,2,1
"2314",301584,229597,80,1,1,6,4,5,5,3,"FL",1,15,3,5,6,5,2,1,3,2,1,3,2,3,2,7,4,1,3
"2315",402612,229603,23,1,1,6,4,6,5,3,"VA",6,9,NA,4,5,4,NA,1,2,2,NA,NA,4,NA,2,1,4,1,3
"2316",405172,229610,72,2,1,1,1,1,4,2,"SD",3,2,5,3,4,1,2,1,2,4,1,1,3,1,2,6,1,1,1
"2317",302402,229627,51,2,1,6,4,7,7,3,"FL",6,17,5,6,2,1,1,2,1,2,2,1,3,3,2,4,4,1,3
"2318",406541,229634,62,2,2,6,4,1,4,4,"CA",6,7,4,1,6,1,3,1,4,2,1,2,4,2,1,5,4,2,1
"2319",401752,229641,49,1,1,4,3,7,6,3,"TN",1,20,4,4,4,1,1,1,3,1,3,1,2,2,2,4,3,1,3
"2320",406652,229658,64,1,1,3,3,6,6,3,"AR",1,19,5,5,4,1,2,2,3,1,3,1,4,3,2,5,3,1,3
"2321",301530,229665,50,2,1,2,2,4,NA,3,"TX",4,3,NA,NA,5,1,3,1,NA,1,3,4,4,5,NA,4,2,1,2
"2322",405562,229672,39,2,1,1,1,7,NA,3,"VA",6,2,4,4,NA,3,3,1,1,1,3,4,3,3,2,3,1,1,3
"2323",403025,229689,46,2,3,7,5,5,4,4,"CA",1,15,3,2,NA,5,3,1,4,1,1,1,3,4,NA,4,4,3,3
"2324",407625,229696,34,1,1,7,5,6,4,4,"CA",1,17,3,1,3,5,3,1,4,1,3,4,2,4,NA,2,4,1,3
"2325",302471,229719,54,2,1,4,3,7,NA,2,"KS",1,NA,3,7,NA,3,1,1,1,2,1,2,2,4,NA,4,3,1,3
"2326",402059,229726,61,2,1,4,3,6,4,1,"NJ",1,1,5,1,7,5,2,1,4,1,1,1,4,3,1,5,3,1,3
"2327",401821,229733,64,2,1,2,2,7,7,3,"WV",1,16,5,5,7,1,1,1,2,1,3,3,2,3,2,5,2,1,3
"2328",405500,229740,62,1,1,2,2,5,4,2,"IL",4,1,NA,6,6,2,NA,2,2,1,NA,NA,4,2,NA,5,2,1,3
"2329",302532,229757,35,1,1,6,4,5,4,3,"TX",1,18,2,3,1,5,4,1,4,2,3,2,3,5,1,3,4,1,3
"2330",407658,229764,43,2,1,5,3,1,2,2,"MI",6,5,2,1,4,3,2,1,4,2,3,4,2,2,1,3,3,1,1
"2331",302405,229771,58,2,1,6,4,2,4,2,"KS",6,1,5,NA,5,2,1,1,3,1,1,3,4,4,2,5,4,1,1
"2332",404788,229788,68,1,1,4,3,1,2,2,"MO",5,15,1,1,5,3,2,1,3,1,1,3,3,4,1,6,3,1,1
"2333",301774,229818,78,2,1,3,3,6,5,2,"IN",4,4,3,1,5,3,2,1,3,3,1,3,2,2,1,7,3,1,3
"2334",401555,229825,48,1,1,3,3,6,6,2,"WI",1,15,3,6,4,2,1,1,3,1,3,1,3,3,2,4,3,1,3
"2335",301384,229832,80,1,1,7,5,6,4,2,"OH",1,12,2,1,4,1,1,1,4,3,1,1,3,1,1,7,4,1,3
"2336",406457,229849,46,2,1,6,4,7,5,1,"MA",1,19,3,4,5,5,4,1,4,1,3,3,2,2,1,4,4,1,3
"2337",301809,229856,71,1,1,6,4,3,3,2,"IN",6,10,2,1,3,2,2,1,NA,4,1,1,2,3,1,6,4,1,1
"2338",404071,229863,64,1,1,1,1,3,5,2,"IN",4,1,3,4,4,1,1,1,4,3,1,2,3,3,1,5,1,1,1
"2339",401632,229870,23,2,1,6,4,2,2,4,"CA",6,17,1,1,6,5,5,1,4,3,1,3,2,3,1,1,4,1,1
"2340",401400,229887,44,2,1,2,2,4,NA,1,"PA",1,19,3,NA,NA,5,3,1,3,1,1,1,4,3,NA,3,2,1,2
"2341",400703,229894,50,2,1,6,4,7,6,4,"ID",1,18,3,6,NA,1,1,1,2,2,3,4,2,1,2,4,4,1,3
"2342",403616,229917,27,1,1,3,3,7,5,1,"PA",6,19,3,1,5,5,2,1,4,4,3,2,3,2,1,2,3,1,3
"2343",404648,229924,54,2,1,7,5,7,6,3,"TN",3,1,NA,5,6,5,4,NA,2,NA,3,2,2,1,2,4,4,1,3
"2344",302183,229931,45,1,1,3,3,4,NA,2,"KS",1,1,2,NA,4,3,1,1,2,3,1,2,4,4,NA,4,3,1,2
"2345",300049,229955,68,2,1,7,5,6,5,2,"KS",3,14,4,NA,NA,2,2,1,4,3,3,5,2,3,2,6,4,1,3
"2346",406945,229962,23,2,1,2,2,4,1,2,"OH",6,1,5,NA,NA,2,3,1,3,1,3,3,3,4,2,1,2,1,2
"2347",302030,229979,23,1,1,6,4,1,2,4,"ID",6,16,1,1,1,3,4,1,4,3,1,1,2,2,1,1,4,1,1
"2348",301200,229986,77,2,1,1,1,4,4,2,"MI",4,2,2,4,NA,2,1,1,4,4,3,3,2,2,1,7,1,1,2
"2349",404602,229993,72,2,2,7,5,3,2,3,"TX",1,11,5,1,5,1,1,1,4,2,1,1,2,1,1,6,4,2,1
"2350",301281,230023,71,2,1,3,3,7,7,3,"TN",4,10,NA,7,7,3,NA,1,4,1,NA,NA,2,NA,NA,6,3,1,3
"2351",403330,230030,71,1,1,6,4,5,7,3,"MS",1,22,5,5,5,2,2,2,2,1,2,2,3,3,2,6,4,1,3
"2352",404485,230047,56,2,1,6,4,7,7,4,"CA",1,17,3,6,6,1,1,1,2,1,3,2,2,2,2,5,4,1,3
"2353",406138,230054,NA,2,1,4,3,7,7,2,"OH",3,1,3,6,6,1,1,1,1,1,3,1,4,1,2,NA,3,1,3
"2354",401005,230061,NA,1,NA,NA,NA,4,NA,2,"WI",4,NA,3,6,6,3,1,1,NA,1,3,1,2,2,2,NA,NA,NA,2
"2355",400870,230078,62,1,1,2,2,7,4,3,"KY",1,16,3,5,6,1,1,1,2,2,3,2,3,3,2,5,2,1,3
"2356",406959,230092,35,1,1,5,3,6,4,2,"OH",6,14,3,1,4,4,2,1,4,2,3,1,2,3,1,3,3,1,3
"2357",403354,230108,70,2,2,2,2,1,1,3,"OK",3,15,3,1,7,1,1,1,2,2,1,2,3,3,1,6,2,2,1
"2358",403947,230115,29,2,1,5,3,6,4,2,"WI",1,13,3,NA,4,2,1,1,2,3,3,2,3,3,2,2,3,1,3
"2359",302821,230146,71,2,1,2,2,4,NA,2,"IL",1,6,5,4,6,3,2,1,3,1,1,1,3,3,2,6,2,1,2
"2360",407229,230153,36,1,1,2,2,4,NA,3,"LA",6,13,5,NA,NA,5,3,1,4,1,1,2,3,4,2,3,2,1,2
"2361",402472,230177,66,1,1,6,4,4,6,1,"NY",1,5,2,NA,NA,5,1,1,4,2,1,4,1,1,2,6,4,1,2
"2362",405875,230184,58,2,6,8,5,3,3,3,"GA",1,11,2,1,5,2,2,1,4,4,1,2,2,2,1,5,4,4,1
"2363",301894,230191,71,2,3,6,4,3,3,4,"ID",1,10,2,3,4,3,3,1,4,2,3,3,2,2,1,6,4,3,1
"2364",405602,230214,42,2,2,1,1,5,1,3,"TX",6,1,1,1,7,1,1,1,2,3,1,1,4,1,1,3,1,2,3
"2365",406601,230238,77,2,1,4,3,7,7,4,"CA",3,3,3,7,7,1,2,1,2,1,3,3,2,2,2,7,3,1,3
"2366",406811,230269,43,2,1,6,4,4,4,3,"NC",1,13,5,4,4,5,2,1,4,1,3,2,3,3,2,3,4,1,2
"2367",403723,230276,59,2,1,1,1,3,4,2,"MI",1,10,4,2,4,3,3,1,4,1,3,2,2,3,2,5,1,1,1
"2368",405450,230283,32,2,1,7,5,2,4,3,"NC",1,21,3,2,3,2,2,1,1,3,3,4,2,4,1,2,4,1,1
"2369",407173,230306,66,2,1,3,3,7,6,3,"FL",3,5,3,NA,7,3,1,1,2,1,1,1,2,4,2,6,3,1,3
"2370",300273,230320,61,1,1,3,3,6,5,3,"MD",1,19,NA,2,5,1,NA,1,NA,3,NA,NA,2,NA,2,5,3,1,3
"2371",404477,230337,80,2,1,2,2,4,5,4,"CA",1,NA,3,4,6,2,2,1,3,1,3,2,2,3,2,7,2,1,2
"2372",402170,230351,42,1,1,6,4,6,3,1,"NJ",1,22,2,2,4,5,5,1,4,2,3,2,2,4,1,3,4,1,3
"2373",405843,230375,80,1,1,7,5,1,2,3,"DC",1,21,1,2,2,1,2,1,4,4,1,2,2,2,1,7,4,1,1
"2374",403800,230382,43,2,1,6,4,2,4,3,"SC",4,7,3,4,5,2,1,1,4,1,1,2,2,3,1,3,4,1,1
"2375",401477,230399,72,1,1,3,3,1,3,2,"MO",1,11,3,3,5,2,1,1,2,2,3,3,3,2,1,6,3,1,1
"2376",301895,230405,80,1,1,7,5,2,2,1,"MA",3,NA,3,3,3,4,4,1,4,NA,1,2,2,4,1,7,4,1,1
"2377",405183,230436,35,2,1,6,4,5,4,4,"UT",1,17,5,3,4,1,1,1,2,3,3,2,2,4,NA,3,4,1,3
"2378",404425,230443,52,1,6,7,5,5,5,4,"CA",1,13,4,4,6,5,2,2,3,2,3,4,4,2,2,4,4,4,3
"2379",404546,230467,73,1,4,6,4,1,4,4,"CA",1,17,3,7,4,2,1,1,4,1,3,3,2,3,2,6,4,4,1
"2380",302876,230474,55,2,1,8,5,3,3,3,"DC",1,20,2,1,3,4,5,1,4,4,1,1,2,2,1,5,4,1,1
"2381",402682,230498,35,2,1,6,4,6,4,3,"KY",6,1,4,4,3,2,1,1,4,2,1,3,2,4,2,3,4,1,3
"2382",400937,230504,59,2,1,2,2,6,NA,3,"GA",4,7,3,NA,NA,1,1,1,2,1,1,2,4,4,2,5,2,1,3
"2383",406643,230511,55,1,3,1,1,1,3,2,"NE",1,15,NA,2,5,1,NA,2,2,1,NA,NA,2,NA,NA,5,1,3,1
"2384",403571,230528,38,2,2,6,4,1,2,1,"CT",1,18,2,1,1,3,4,1,4,4,1,1,3,3,1,3,4,2,1
"2385",402783,230535,51,2,1,6,4,1,3,2,"MO",1,16,3,2,3,4,3,1,4,2,1,2,2,3,1,4,4,1,1
"2386",404030,230542,69,2,1,4,3,1,1,1,"PA",3,NA,5,1,1,3,3,1,4,4,1,2,3,5,1,6,3,1,1
"2387",405578,230566,33,2,1,7,5,7,6,3,"TX",6,4,3,NA,5,1,3,1,2,2,3,3,4,3,NA,2,4,1,3
"2388",405323,230580,74,2,1,2,2,7,7,1,"PA",1,4,4,NA,7,1,2,1,2,1,1,2,3,3,2,6,2,1,3
"2389",401542,230634,32,2,1,4,3,7,6,3,"TX",1,17,3,4,6,2,1,1,2,2,3,1,2,4,2,2,3,1,3
"2390",401441,230641,79,2,1,4,3,5,4,4,"WA",1,9,4,6,4,1,1,2,2,1,3,1,4,1,2,7,3,1,3
"2391",404821,230658,76,1,3,8,5,1,4,3,"FL",4,5,1,1,5,4,1,1,4,1,1,1,4,2,1,7,4,3,1
"2392",407707,230665,70,2,1,4,3,7,6,2,"IN",4,1,5,3,4,1,2,1,2,2,3,2,2,2,2,6,3,1,3
"2393",300860,230672,62,2,1,7,5,1,2,3,"OK",4,7,3,1,4,2,2,1,4,2,1,2,2,3,1,5,4,1,1
"2394",401226,230689,60,1,1,2,2,3,NA,2,"MO",1,10,3,1,4,4,1,1,2,3,1,1,2,2,1,5,2,1,1
"2395",401916,230702,35,1,1,2,2,4,NA,3,"TX",6,1,3,NA,NA,5,4,1,1,1,3,2,3,3,NA,3,2,1,2
"2396",302186,230726,40,2,1,3,3,6,4,3,"OK",1,10,2,3,7,1,1,1,4,1,3,2,2,3,1,3,3,1,3
"2397",406874,230740,80,2,1,7,5,3,2,4,"WA",3,11,1,1,1,5,3,1,4,3,1,1,2,4,1,7,4,1,1
"2398",405467,230757,40,2,1,3,3,6,4,2,"OH",6,4,2,7,7,1,4,1,2,1,1,2,4,2,2,3,3,1,3
"2399",301242,230771,25,1,1,2,2,7,NA,4,"AZ",6,6,NA,NA,5,3,NA,2,4,1,NA,NA,2,NA,NA,2,2,1,3
"2400",406203,230788,43,2,1,6,4,7,5,3,"GA",1,9,3,4,5,2,1,1,3,1,3,4,2,3,2,3,4,1,3
"2401",302679,230795,59,1,1,6,4,6,4,1,"NJ",1,21,4,5,6,3,3,1,4,2,1,3,2,3,NA,5,4,1,3
"2402",405939,230801,57,2,1,5,3,1,NA,3,"FL",4,7,NA,1,4,4,NA,1,4,1,NA,NA,4,NA,1,5,3,1,1
"2403",301059,230825,80,1,5,6,4,4,5,2,"OH",3,1,2,4,NA,2,1,1,4,1,1,1,3,4,1,7,4,4,2
"2404",403706,230832,80,2,1,2,2,2,3,4,"AZ",3,8,3,4,5,3,2,1,4,4,3,2,2,3,1,7,2,1,1
"2405",405383,230849,70,2,3,7,5,1,6,3,"TX",6,6,2,1,7,1,1,1,1,4,1,3,4,4,1,6,4,3,1
"2406",301705,230870,38,1,1,8,5,1,2,1,"MA",1,22,1,1,2,4,5,1,4,4,1,1,2,1,1,3,4,1,1
"2407",300072,230887,73,1,1,6,4,7,6,2,"IL",1,11,5,7,7,3,1,2,1,1,3,2,3,2,2,6,4,1,3
"2408",301501,230894,47,1,1,6,4,3,2,1,"MA",6,NA,2,3,4,4,4,1,4,2,1,2,2,2,1,4,4,1,1
"2409",403427,230900,37,1,1,3,3,4,3,4,"WA",1,17,3,2,3,5,3,1,4,1,3,3,2,3,2,3,3,1,2
"2410",407402,230917,48,1,1,2,2,7,NA,1,"PA",6,7,3,5,5,4,3,1,2,1,3,2,3,3,2,4,2,1,3
"2411",405471,230924,33,2,1,3,3,7,5,3,"TX",1,15,4,NA,5,2,2,1,2,1,3,2,3,3,2,2,3,1,3
"2412",404624,230931,65,1,1,3,3,6,NA,2,"IL",1,16,3,4,4,4,2,1,3,1,3,4,3,3,2,6,3,1,3
"2413",406206,230955,60,2,1,7,5,5,5,4,"CO",6,9,3,4,5,1,1,1,2,3,1,2,2,3,1,5,4,1,3
"2414",300641,230962,67,2,3,3,3,1,4,3,"TX",1,18,3,2,5,2,1,1,4,3,1,1,2,2,1,6,3,3,1
